Node,Eigenvector Centrality,Degree Centrality,Closeness Centrality,Betweenness Centrality,stop_id,clust,stop_lat,stop_lon,stop_name
51.0,1.619296834589165e-12,0.0017574692442882249,0.046752393081631816,0.007011328489086533,1510102,51,60.15495,25.04905,Hevossalmen silta
52.0,3.052010509357833e-13,0.0026362038664323375,0.04467650753768844,0.005266224903509219,1510103,52,60.15202,25.04565,Kadettikoulu
52.0,3.052010509357833e-13,0.0026362038664323375,0.04467650753768844,0.005266224903509219,1510104,52,60.15213,25.04598,Kadettikoulu
267.0,8.868183495682488e-12,0.0017574692442882249,0.0490263656729278,0.008756432074663846,1495154,267,60.15902,25.04939,Hevossalmi
267.0,8.868183495682488e-12,0.0017574692442882249,0.0490263656729278,0.008756432074663846,1495155,267,60.15924,25.04944,Hevossalmi
53.0,5.388500812772531e-14,0.0008787346221441124,0.042767484685632684,0.0,1510105,53,60.14938,25.04102,Kasarmit
54.0,5.561932635155039e-14,0.0017574692442882249,0.04277069943999699,0.0017574692442882249,1510106,54,60.15038,25.04175,Kasarmit
55.0,9.820964451875611e-15,0.0008787346221441124,0.04101787773933103,0.0,1510107,55,60.14598,25.03965,Santahamina
59.0,1.7553115948257878e-05,0.0017574692442882249,0.10281893747741236,0.01313535064804788,1454120,59,60.21841,25.04887,Myllärintie
59.0,1.7553115948257878e-05,0.0017574692442882249,0.10281893747741236,0.01313535064804788,1454121,59,60.21847,25.0477,Myllärintie
238.0,9.433167896246583e-05,0.004393673110720562,0.10935998462425524,0.023253851152519153,1362112,238,60.22423,25.0203,Latokartano
238.0,9.433167896246583e-05,0.004393673110720562,0.10935998462425524,0.023253851152519153,1362113,238,60.22367,25.02229,Latokartano
238.0,9.433167896246583e-05,0.004393673110720562,0.10935998462425524,0.023253851152519153,1362118,238,60.22445,25.02165,Latokartano
401.0,5.1754208041462e-06,0.0017574692442882249,0.09887054735013032,0.012478864819571202,1456122,401,60.214928,25.058645,Holkkitie
401.0,5.1754208041462e-06,0.0017574692442882249,0.09887054735013032,0.012478864819571202,1456123,401,60.214696,25.058765,Holkkitie
60.0,7.607822178555331e-05,0.0026362038664323375,0.10580141316474526,0.007858346917521224,1362131,60,60.23078,25.02139,Ylioppilaskylä
60.0,7.607822178555331e-05,0.0026362038664323375,0.10580141316474526,0.007858346917521224,1362132,60,60.2306,25.02125,Ylioppilaskylä
87.0,1.724199167256715e-05,0.0026362038664323375,0.09587194608256108,0.0015041442053141526,1362119,87,60.233,25.03099,Latokartanonkaari
87.0,1.724199167256715e-05,0.0026362038664323375,0.09587194608256108,0.0015041442053141526,1362133,87,60.23366,25.0309,Latokartanonkaari
88.0,1.797397962534414e-05,0.0035149384885764497,0.09622864874006426,0.003362687568186271,1362104,88,60.234826,25.033872,Agronominkatu kp
88.0,1.797397962534414e-05,0.0035149384885764497,0.09622864874006426,0.003362687568186271,1362143,88,60.23446,25.03309,Agronominkatu
88.0,1.797397962534414e-05,0.0035149384885764497,0.09622864874006426,0.003362687568186271,1362144,88,60.23451,25.03253,Agronominkatu
242.0,0.00039611111906316904,0.009666080843585237,0.11804979253112033,0.16659558576511985,1362105,242,60.22862,25.01202,Viikki
242.0,0.00039611111906316904,0.009666080843585237,0.11804979253112033,0.16659558576511985,1362107,242,60.22769,25.01156,Viikin tiedepuisto
242.0,0.00039611111906316904,0.009666080843585237,0.11804979253112033,0.16659558576511985,1362108,242,60.22768,25.01111,Viikin tiedepuisto
242.0,0.00039611111906316904,0.009666080843585237,0.11804979253112033,0.16659558576511985,1362125,242,60.2285,25.01423,Viikki
242.0,0.00039611111906316904,0.009666080843585237,0.11804979253112033,0.16659558576511985,1362139,242,60.22709,25.01242,Viikin tiedepuisto
242.0,0.00039611111906316904,0.009666080843585237,0.11804979253112033,0.16659558576511985,1362140,242,60.22724,25.01184,Viikin tiedepuisto
242.0,0.00039611111906316904,0.009666080843585237,0.11804979253112033,0.16659558576511985,1362141,242,60.22872,25.01358,Viikki
242.0,0.00039611111906316904,0.009666080843585237,0.11804979253112033,0.16659558576511985,1362142,242,60.22916,25.0124,Viikki
61.0,2.6463519252759834e-07,0.0017574692442882249,0.08242195987542551,0.004499516851248124,1473162,61,60.22755,25.12199,Uussillantie
61.0,2.6463519252759834e-07,0.0017574692442882249,0.08242195987542551,0.004499516851248124,1473163,61,60.22763,25.12171,Uussillantie
397.0,1.2653516038962598e-06,0.0017574692442882249,0.08683045933160384,0.00571113795009441,1473164,397,60.23008,25.12675,Mellunmäentie
397.0,1.2653516038962598e-06,0.0017574692442882249,0.08683045933160384,0.00571113795009441,1473165,397,60.230417,25.126925,Mellunmäentie
410.0,2.2385767031347433e-07,0.0026362038664323375,0.08054926387315968,0.013582381051469566,1451192,410,60.22345,25.11436,Linnanherrantie
410.0,2.2385767031347433e-07,0.0026362038664323375,0.08054926387315968,0.013582381051469566,1451193,410,60.22338,25.11381,Linnanherrantie
62.0,3.6125720013423715e-06,0.0017574692442882249,0.09162640901771336,1.545707338863874e-06,1473122,62,60.229243,25.115878,Uussillanrinne
64.0,4.267690202856126e-06,0.0017574692442882249,0.09225032425421531,0.00011163081082425153,1473123,64,60.22898,25.110548,Rekikuja
63.0,1.611522317648153e-05,0.0017574692442882249,0.10036158391392538,0.0016442927261251115,1473121,63,60.22934,25.118306,Ojapuisto
519.0,2.0461776936414353e-05,0.005272407732864675,0.10158900196393501,0.02639759435583576,1451103,519,60.22724,25.10316,Huntutie
519.0,2.0461776936414353e-05,0.005272407732864675,0.10158900196393501,0.02639759435583576,1451104,519,60.22734,25.10319,Huntutie
65.0,0.00010483143400148009,0.0035149384885764497,0.11409665129336274,0.13517383481485518,1414145,65,60.25679,25.08238,Louhikkotie
65.0,0.00010483143400148009,0.0035149384885764497,0.11409665129336274,0.13517383481485518,1414146,65,60.25619,25.08183,Louhikkotie
72.0,9.130778780512829e-05,0.0026362038664323375,0.10963391136801541,0.005590274720504742,1414143,72,60.2539,25.07806,Maratontie
72.0,9.130778780512829e-05,0.0026362038664323375,0.10963391136801541,0.005590274720504742,1414144,72,60.25401,25.07816,Maratontie
79.0,1.915824052254829e-05,0.0017574692442882249,0.10306103966672704,0.019888546661050024,1414147,79,60.25979,25.08457,Somerikkopolku
79.0,1.915824052254829e-05,0.0017574692442882249,0.10306103966672704,0.019888546661050024,1414148,79,60.25976,25.0842,Somerikkopolku
66.0,7.18669574055758e-08,0.0017574692442882249,0.0710628200324716,0.0004847198581799131,1413112,66,60.25305,25.06321,Jarrutie
69.0,7.983273900727348e-08,0.0017574692442882249,0.07321152856407617,0.0012179441425074398,1413119,69,60.256148,25.06408,Hevosmiehenkatu
67.0,7.18669574055758e-08,0.0017574692442882249,0.0710628200324716,0.0004847198581799131,1413113,67,60.25228,25.06229,Jarrutie
90.0,3.2754868581796864e-07,0.0035149384885764497,0.07272494887525563,0.0024304446865068942,1384161,90,60.24761,25.05617,Harkkoraudantie
90.0,3.2754868581796864e-07,0.0035149384885764497,0.07272494887525563,0.0024304446865068942,1385162,90,60.24766,25.05573,Harkkoraudantie
68.0,7.983273900727348e-08,0.0017574692442882249,0.07321152856407617,0.0012179441425074398,1413118,68,60.255113,25.063618,Hevosmiehenkatu
70.0,3.806279465864558e-07,0.0017574692442882249,0.07875432525951558,0.0028470487162724385,1413114,70,60.25933,25.06483,Tattarisuontie
76.0,2.07769954073244e-06,0.006151142355008787,0.08535213380334508,0.017388208746371,1413116,76,60.26241,25.06838,Suurmetsäntie
76.0,2.07769954073244e-06,0.006151142355008787,0.08535213380334508,0.017388208746371,1413117,76,60.26264,25.06834,Suurmetsäntie
76.0,2.07769954073244e-06,0.006151142355008787,0.08535213380334508,0.017388208746371,1413283,76,60.263221,25.067394,Vanha Porvoontie
71.0,3.806279465864558e-07,0.0017574692442882249,0.07875432525951558,0.002847048716272438,1413115,71,60.25822,25.06413,Tattarisuontie
73.0,1.6647012270400765e-05,0.0017574692442882249,0.09934526407682234,0.003910090843159824,1414141,73,60.25368,25.07349,Kaadekuja
73.0,1.6647012270400765e-05,0.0017574692442882249,0.09934526407682234,0.003910090843159824,1414142,73,60.2538,25.07331,Kaadekuja
74.0,3.051190140357713e-06,0.0017574692442882249,0.09090909090909091,0.0022739081013944994,1414139,74,60.25497,25.06971,Jakomäentie 10
74.0,3.051190140357713e-06,0.0017574692442882249,0.09090909090909091,0.0022739081013944994,1414140,74,60.25535,25.06984,Jakomäentie 10
81.0,6.464636890902435e-07,0.0017574692442882249,0.08411560351836796,0.000751506594295473,1414137,81,60.25883,25.07136,Jakomäentie 6
81.0,6.464636890902435e-07,0.0017574692442882249,0.08411560351836796,0.000751506594295473,1414138,81,60.25918,25.07194,Jakomäentie 6
75.0,6.534995345869917e-07,0.0008787346221441124,0.08602963410946478,0.0,1414149,75,60.26448,25.08393,Kalteentie
75.0,6.534995345869917e-07,0.0008787346221441124,0.08602963410946478,0.0,1414154,75,60.26442,25.08409,Kalteentie
80.0,3.701046240544391e-06,0.0026362038664323375,0.09411959308576627,0.018387435320893198,1414155,80,60.26099,25.08622,Kuussillantie
80.0,3.701046240544391e-06,0.0026362038664323375,0.09411959308576627,0.018387435320893198,1414156,80,60.2608,25.086,Kuussillantie
77.0,7.474790903907806e-07,0.004393673110720562,0.08170591614014934,0.004082629481117639,1412130,77,60.26363,25.06959,Suurmetsäntie
77.0,7.474790903907806e-07,0.004393673110720562,0.08170591614014934,0.004082629481117639,1413158,77,60.26291,25.07017,Suurmetsäntie
197.0,7.831877697994418e-06,0.0026362038664323375,0.08627094230915018,0.011115616790515984,1411105,197,60.26443,25.05769,Karhekuja
78.0,1.1519521860502745e-06,0.0026362038664323375,0.08732351135666053,0.01536101969993831,1414152,78,60.2619,25.08012,Huokotie
78.0,1.1519521860502745e-06,0.0026362038664323375,0.08732351135666053,0.01536101969993831,1414153,78,60.26209,25.07929,Huokotie
83.0,6.125308288269834e-07,0.0026362038664323375,0.07952480782669462,0.00029998744542150354,1414135,83,60.261811,25.075388,Jakomäen ostosk.
83.0,6.125308288269834e-07,0.0026362038664323375,0.07952480782669462,0.00029998744542150354,1414136,83,60.261682,25.075156,Jakomäen ostosk.
93.0,1.969133610562383e-07,0.0017574692442882249,0.07619175147295126,0.0007164376248401539,1412132,93,60.26757,25.0718,Kalliotie
84.0,0.000374891660699506,0.0035149384885764497,0.10014960837806917,0.006097632185385084,1370113,84,60.25129,24.98678,Pukinmäenkaari
84.0,0.000374891660699506,0.0035149384885764497,0.10014960837806917,0.006097632185385084,1370114,84,60.25075,24.98685,Pukinmäenkaari
161.0,6.902956113417402e-05,0.0017574692442882249,0.09174459851660755,0.002757141491021685,1391116,161,60.25464,24.9837,Tapaninvainiontie
161.0,6.902956113417402e-05,0.0017574692442882249,0.09174459851660755,0.002757141491021685,1391117,161,60.25443,24.98369,Tapaninvainiontie
224.0,0.001800571319482021,0.0026362038664323375,0.11068962163213696,0.011730769527162769,1370111,224,60.24716,24.99175,Kenttätie
224.0,0.001800571319482021,0.0026362038664323375,0.11068962163213696,0.011730769527162769,1370112,224,60.24732,24.99163,Kenttätie
224.0,0.001800571319482021,0.0026362038664323375,0.11068962163213696,0.011730769527162769,1370118,224,60.2479,24.99219,Kenttätie
229.0,0.0001281437715939923,0.0017574692442882249,0.09106914212548016,1.3531379662304162e-05,1370102,229,60.247101,24.986081,Säveltie
85.0,3.702255675530661e-06,0.0017574692442882249,0.08993203730045836,0.0002844710418521804,1362127,85,60.22806,25.02792,Viikin normaalikoulu
85.0,3.702255675530661e-06,0.0017574692442882249,0.08993203730045836,0.0002844710418521804,1362128,85,60.22822,25.02787,Viikin normaalikoulu
86.0,3.694686379107197e-06,0.0017574692442882249,0.08864999610500895,2.9213868704527217e-05,1362129,86,60.23112,25.03053,Erik Spåren tie
86.0,3.694686379107197e-06,0.0017574692442882249,0.08864999610500895,2.9213868704527217e-05,1362130,86,60.23052,25.02988,Erik Spåren tie
237.0,1.7292544273568983e-05,0.0017574692442882249,0.0986306118911423,0.0020096350027581497,1362115,237,60.22567,25.02402,Tilanhoitajankaari
237.0,1.7292544273568983e-05,0.0017574692442882249,0.0986306118911423,0.0020096350027581497,1362116,237,60.22564,25.02357,Tilanhoitajankaari
552.0,5.4039467155500405e-06,0.0017574692442882249,0.0916411660492833,0.0007592136643242365,1362145,552,60.23508,25.04165,Biologinkatu
552.0,5.4039467155500405e-06,0.0017574692442882249,0.0916411660492833,0.0007592136643242365,1362146,552,60.23531,25.04045,Biologinkatu
89.0,3.170735510232058e-06,0.0008787346221441124,0.08778832060479827,0.0,1362101,89,60.232398,25.035738,Limnologinraitti
148.0,8.565751019460066e-07,0.0017574692442882249,0.07650934516606159,0.001764910835381341,1385152,148,60.24613,25.04853,Kankiraudantie
92.0,3.684777633741126e-07,0.0026362038664323375,0.07659689035471495,0.0017076790422440793,1412118,92,60.26959,25.07277,Heikinlaakso
92.0,3.684777633741126e-07,0.0026362038664323375,0.07659689035471495,0.0017076790422440793,1412134,92,60.27016,25.07203,Heikinlaakso
92.0,3.684777633741126e-07,0.0026362038664323375,0.07659689035471495,0.0017076790422440793,1412298,92,60.270538,25.073418,Heikinlaakso
94.0,1.969133610562383e-07,0.0017574692442882249,0.07619175147295126,0.0007164376248401539,1412133,94,60.26665,25.07134,Kalliotie
194.0,1.6950429406506606e-06,0.004393673110720562,0.07771631496278085,0.003016602700342024,1411111,194,60.26945,25.06115,Puistolan raitti
194.0,1.6950429406506606e-06,0.004393673110720562,0.07771631496278085,0.003016602700342024,1411112,194,60.26956,25.06153,Puistolan raitti
194.0,1.6950429406506606e-06,0.004393673110720562,0.07771631496278085,0.003016602700342024,1411119,194,60.26989,25.06314,Nummitie
194.0,1.6950429406506606e-06,0.004393673110720562,0.07771631496278085,0.003016602700342024,1412120,194,60.26962,25.06454,Nummitie
