,stop_id,stop_name,stop_lat,stop_lon,clust,Node,Eigenvector Centrality,Degree Centrality,Closeness Centrality,Betweenness Centrality
2009,229,Arturo Soria - Josefa Valcárcel,40.4471,-3.64897,1916,1916.0,0.01586807028708316,0.0029140359397765905,0.1026727834845916,0.019501889292750756
2010,230,Arturo Soria - Juan Pérez De Zúñiga,40.4448,-3.64572,1914,1914.0,0.003814597820671159,0.0029140359397765905,0.09368033122526048,0.015821362987011207
2011,231,Arturo Soria - Juan Pérez De Zúñiga,40.44513,-3.64564,1914,1914.0,0.003814597820671159,0.0029140359397765905,0.09368033122526048,0.015821362987011207
2012,232,Arturo Soria - Marqués De Pico Velasco,40.44403,-3.64395,1913,1913.0,0.0006713107407505841,0.0009713453132588635,0.08614702313710723,0.008458840744320536
2013,233,Arturo Soria - Marqués De Pico Velasco,40.44426,-3.64387,1913,1913.0,0.0006713107407505841,0.0009713453132588635,0.08614702313710723,0.008458840744320536
2014,234,Arturo Soria - José Del Hierro,40.44205,-3.64128,817,817.0,0.00012831112095364045,0.001942690626517727,0.08004509582863585,0.008092115054631055
2015,235,Arturo Soria - José Del Hierro,40.44124,-3.6403,817,817.0,0.00012831112095364045,0.001942690626517727,0.08004509582863585,0.008092115054631055
2016,236,Ciudad Lineal,40.43858,-3.63881,2135,2135.0,2.5941768315234382e-05,0.0024283632831471587,0.07505285412262157,0.005684121741252129
2017,237,Ciudad Lineal,40.43876,-3.63837,2135,2135.0,2.5941768315234382e-05,0.0024283632831471587,0.07505285412262157,0.005684121741252129
2018,239,Ciudad Lineal,40.43743,-3.63741,2135,2135.0,2.5941768315234382e-05,0.0024283632831471587,0.07505285412262157,0.005684121741252129
2019,240,Vital Aza - Albasanz,40.43491,-3.63609,2132,2132.0,5.528910664769075e-06,0.0009713453132588635,0.07273048392794065,0.0
2020,241,Vital Aza - Albasanz,40.43508,-3.63575,2132,2132.0,5.528910664769075e-06,0.0009713453132588635,0.07273048392794065,0.0
2021,242,Ascao - Julián Camarillo,40.43257,-3.63447,2129,2129.0,6.53105298302004e-06,0.0024283632831471587,0.07596104183575592,0.00526423867349163
2022,243,Ascao - Julián Camarillo,40.43252,-3.63379,2129,2129.0,6.53105298302004e-06,0.0024283632831471587,0.07596104183575592,0.00526423867349163
2023,244,Metro García Noblejas,40.42944,-3.63213,1979,1979.0,3.876500282967613e-06,0.001942690626517727,0.07784499054820417,0.006065798615171843
2024,245,Metro García Noblejas,40.42948,-3.63161,1979,1979.0,3.876500282967613e-06,0.001942690626517727,0.07784499054820417,0.006065798615171843
2025,246,Castillo De Arévalo,40.42773,-3.63088,1978,1978.0,8.03240309310996e-06,0.0009713453132588635,0.08304763441293914,0.006008222395849949
2026,247,Castillo De Arévalo,40.42807,-3.63073,1978,1978.0,8.03240309310996e-06,0.0009713453132588635,0.08304763441293914,0.006008222395849949
2027,248,Hermanos García Noblejas - Gandhi,40.42643,-3.62953,1976,1976.0,4.3204966956201065e-05,0.0029140359397765905,0.08990873760971137,0.01572573100792451
2028,250,Hermanos García Noblejas - Centro De Salud,40.42372,-3.62804,1976,1976.0,4.3204966956201065e-05,0.0029140359397765905,0.08990873760971137,0.01572573100792451
2029,251,Hermanos García Noblejas - Arcentales,40.42532,-3.62869,1976,1976.0,4.3204966956201065e-05,0.0029140359397765905,0.08990873760971137,0.01572573100792451
2030,252,Hermanos García Noblejas - Centro De Salud,40.42394,-3.62755,1976,1976.0,4.3204966956201065e-05,0.0029140359397765905,0.08990873760971137,0.01572573100792451
2031,253,Hermanos García Noblejas - Villaescusa,40.42064,-3.62576,1720,1720.0,0.0002118722110813344,0.0024283632831471587,0.09809433063363507,0.023402621663835405
2032,255,Felipe II,40.42467,-3.67445,1467,1467.0,0.011960974147691698,0.003885381253035454,0.11916888528764903,0.006202530933969109
2033,256,Nicolás Salmerón - Paredes De Nava,40.41859,-3.62808,1487,1487.0,0.00018137308546155705,0.0009713453132588635,0.09728325064965745,0.003931853611779321
2034,257,Nicolás Salmerón - Paredes De Nava,40.41839,-3.62821,1487,1487.0,0.00018137308546155705,0.0009713453132588635,0.09728325064965745,0.003931853611779321
2035,258,Nicolás Salmerón - Matamorosa,40.41961,-3.63001,1486,1486.0,3.1908119589402956e-05,0.0009713453132588635,0.08889560487004576,0.002991187329308485
2036,259,Nicolás Salmerón - Matamorosa,40.41942,-3.6301,1486,1486.0,3.1908119589402956e-05,0.0009713453132588635,0.08889560487004576,0.002991187329308485
2037,260,Nicolás Salmerón - Crematorio,40.42073,-3.63217,1987,1987.0,5.66935664105575e-06,0.0009713453132588635,0.08206783849495795,0.0020808382223908386
2038,261,Nicolás Salmerón - Crematorio,40.42059,-3.63223,1987,1987.0,5.66935664105575e-06,0.0009713453132588635,0.08206783849495795,0.0020808382223908386
2039,262,Cementerio Civil,40.42193,-3.63432,1990,1990.0,1.319728192339731e-06,0.0014570179698882952,0.07654844226336531,0.0012731818331095694
2040,263,Cementerio Civil,40.42169,-3.63424,1990,1990.0,1.319728192339731e-06,0.0014570179698882952,0.07654844226336531,0.0012731818331095694
2041,264,Largo Caballero - Nicolás Salmerón,40.42305,-3.63526,1995,1995.0,1.527784891743111e-06,0.0009713453132588635,0.07660255217828044,7.095509172007572e-05
2042,265,Largo Caballero - Villaescusa,40.42319,-3.63273,1997,1997.0,7.632559814977468e-06,0.0009713453132588635,0.08262108262108261,0.0009935286124440757
2043,266,Duque De Pastrana,40.46806,-3.67786,960,960.0,0.002204672279216604,0.0024283632831471587,0.09443221427261053,0.0033280112590731224
2044,268,López De Hoyos - Cartagena,40.44315,-3.67568,1958,1958.0,0.0010301484301412102,0.001942690626517727,0.09464490921627212,0.003528074442334849
2045,269,Quintanavides,40.49701,-3.66733,868,868.0,0.0018460648231333721,0.001942690626517727,0.0884640171858217,0.003767955008500202
2046,270,Quintanavides,40.49674,-3.66736,868,868.0,0.0018460648231333721,0.001942690626517727,0.0884640171858217,0.003767955008500202
2047,271,Foresta,40.49758,-3.66965,869,869.0,0.0003390053723588819,0.0009713453132588635,0.08145100676450809,0.0009328016871299603
2048,272,Quintanadueñas,40.49879,-3.67002,871,871.0,0.0003390053723588819,0.0009713453132588635,0.08145100676450809,0.0009328016871299603
2049,273,Prosperidad,40.44376,-3.6749,1960,1960.0,0.00018106583335693652,0.0009713453132588635,0.0867349087998652,0.001617397890142768
2050,276,Avenida De Badajoz,40.44221,-3.65435,1885,1885.0,0.010579992227596959,0.0014570179698882952,0.10199633427453311,0.0033628733569601313
2051,278,Chueca,40.42357,-3.6987,739,739.0,0.00015908768156431047,0.0009713453132588635,0.10037537171549749,0.0003036111092348382
2052,280,Sagasta,40.42885,-3.69938,1783,1783.0,0.0001310731787232836,0.0024283632831471587,0.09492853849700322,0.003682287796354262
2053,281,Sagasta,40.42872,-3.69961,1783,1783.0,0.0001310731787232836,0.0024283632831471587,0.09492853849700322,0.003682287796354262
2054,282,Francisco De Rojas,40.43022,-3.70006,1781,1781.0,0.0001006755071647732,0.001942690626517727,0.09276028292111546,0.001967822362215957
2055,283,Gran Vía - Plaza De España,40.42336,-3.71049,1853,1853.0,0.0002265787838964127,0.003399708596406022,0.10586662553344645,0.019011477255092814
2056,284,Plaza Chamberí,40.43208,-3.69815,1793,1793.0,9.509214027674046e-05,0.001942690626517727,0.09161290322580645,0.0006006880529385882
2057,285,Luchana - Plaza Chamberí,40.432,-3.69868,1793,1793.0,9.509214027674046e-05,0.001942690626517727,0.09161290322580645,0.0006006880529385882
2058,286,Eduardo Dato,40.43274,-3.69433,1759,1759.0,5.2342993993533134e-05,0.0009713453132588635,0.08999125874125874,7.090484927213036e-05
2059,287,Eduardo Dato,40.43301,-3.69448,1759,1759.0,5.2342993993533134e-05,0.0009713453132588635,0.08999125874125874,7.090484927213036e-05
2060,288,Rubén Darío,40.43285,-3.69216,1760,1760.0,0.00021200432505765526,0.0014570179698882952,0.09671661421391328,0.001172142637747199
2061,289,Argüelles,40.43047,-3.71524,1848,1848.0,1.4109792665638036e-05,0.003399708596406022,0.0897597977243995,0.012177791628010007
2062,292,Rafaela Ybarra - Centro Comercial,40.36685,-3.71243,657,657.0,3.380304786038381e-07,0.0024283632831471587,0.07224307919020385,0.004256279607542708
2063,293,Alberto Alcocer - Padre Damián,40.45863,-3.68517,1703,1703.0,0.0018660589228230893,0.001942690626517727,0.09040614709110867,0.006389245748934161
2064,294,Alberto Alcocer - Padre Damián,40.45901,-3.68512,1703,1703.0,0.0018660589228230893,0.001942690626517727,0.09040614709110867,0.006389245748934161
2065,295,Alberto Alcocer - Paseo De La Habana,40.4585,-3.68234,1707,1707.0,0.0003939644999099647,0.0029140359397765905,0.08774023096262837,0.005761882907552451
2066,296,Alberto Alcocer - Paseo De La Habana,40.4588,-3.68236,1707,1707.0,0.0003939644999099647,0.0029140359397765905,0.08774023096262837,0.005761882907552451
2067,297,República Dominicana,40.45858,-3.67827,1693,1693.0,8.512959613598169e-05,0.0009713453132588635,0.08118765032924569,0.0
2068,298,República Dominicana,40.45893,-3.67833,1693,1693.0,8.512959613598169e-05,0.0009713453132588635,0.08118765032924569,0.0
2069,299,Chile,40.45837,-3.67545,1695,1695.0,0.00010603702523515868,0.0024283632831471587,0.08586680011676884,0.008789689408250555
2070,300,Costa Rica,40.45832,-3.67228,1692,1692.0,2.211913587458341e-05,0.001942690626517727,0.08034181364132979,0.00787399274930484
2071,302,José María Soler,40.45877,-3.66906,1691,1691.0,1.4907139810451217e-05,0.0029140359397765905,0.0772115348558143,0.0074835444884343415
2072,303,José María Soler,40.45903,-3.6693,1691,1691.0,1.4907139810451217e-05,0.0029140359397765905,0.0772115348558143,0.0074835444884343415
2073,304,Aster,40.45709,-3.6673,1690,1690.0,2.6710441271749746e-06,0.0009713453132588635,0.07180220393360301,0.0007018474599693446
2074,305,Aster,40.45755,-3.66696,1690,1690.0,2.6710441271749746e-06,0.0009713453132588635,0.07180220393360301,0.0007018474599693446
2075,306,Alfonso XIII - Alhelíes,40.45519,-3.66706,1436,1436.0,7.808884383918678e-07,0.0009713453132588635,0.06796276736202798,0.0002406244628913787
2076,307,Alfonso XIII - Alhelíes,40.45523,-3.66676,1436,1436.0,7.808884383918678e-07,0.0009713453132588635,0.06796276736202798,0.0002406244628913787
2077,308,Alfonso XIII - Ramón Y Cajal,40.45319,-3.66746,1899,1899.0,1.915043031896716e-06,0.0009713453132588635,0.07128760862791261,0.0006351827873236609
2078,309,Alfonso XIII - Ramón Y Cajal,40.45316,-3.6672,1899,1899.0,1.915043031896716e-06,0.0009713453132588635,0.07128760862791261,0.0006351827873236609
2079,310,Alfonso XIII - Pradillo,40.45127,-3.66765,1897,1897.0,1.0464905570893221e-05,0.001942690626517727,0.07602555108370565,0.0019817679114411063
2080,311,Alfonso XIII - Pradillo,40.45098,-3.66733,1897,1897.0,1.0464905570893221e-05,0.001942690626517727,0.07602555108370565,0.0019817679114411063
2081,312,Alfonso XIII,40.44821,-3.6675,1889,1889.0,4.496008445770197e-05,0.0024283632831471587,0.07814338305059015,0.0027498904536349083
2082,313,San Nazario,40.44851,-3.66595,1889,1889.0,4.496008445770197e-05,0.0024283632831471587,0.07814338305059015,0.0027498904536349083
2083,314,Chile,40.45881,-3.67598,1695,1695.0,0.00010603702523515868,0.0024283632831471587,0.08586680011676884,0.008789689408250555
2084,315,Gaínza,40.36583,-3.71429,659,659.0,8.776965003148225e-08,0.0009713453132588635,0.06769463440294582,0.0
2085,316,Rubén Darío,40.43339,-3.69148,1760,1760.0,0.00021200432505765526,0.0014570179698882952,0.09671661421391328,0.001172142637747199
2086,317,Plaza Chamberí,40.43264,-3.69715,1793,1793.0,9.509214027674046e-05,0.001942690626517727,0.09161290322580645,0.0006006880529385882
2087,320,Embajadores - Ronda De Valencia,40.40546,-3.70164,1642,1642.0,0.01507591162840973,0.003399708596406022,0.1348748853661732,0.15550349228096577
2088,321,Embajadores - Ronda De Valencia,40.40525,-3.70144,1642,1642.0,0.01507591162840973,0.003399708596406022,0.1348748853661732,0.15550349228096577
2089,322,Embajadores - Acacias,40.40471,-3.70427,1642,1642.0,0.01507591162840973,0.003399708596406022,0.1348748853661732,0.15550349228096577
2090,323,Embajadores - Acacias,40.40458,-3.70389,1642,1642.0,0.01507591162840973,0.003399708596406022,0.1348748853661732,0.15550349228096577
2091,324,Acacias,40.40394,-3.70711,1430,1430.0,0.002870081288309568,0.0014570179698882952,0.12136036779441235,0.0018421974161383803
2092,325,Acacias,40.40376,-3.70698,1430,1430.0,0.002870081288309568,0.0014570179698882952,0.12136036779441235,0.0018421974161383803
2093,326,Olmos,40.40314,-3.71005,1822,1822.0,0.0006816083879733451,0.0009713453132588635,0.11259980312807612,0.0004666907619745442
2094,327,Pirámides,40.40134,-3.71331,1821,1821.0,0.0002949896104606875,0.0029140359397765905,0.1053035339845548,0.011671652278873736
2095,328,Pirámides,40.40114,-3.71324,1821,1821.0,0.0002949896104606875,0.0029140359397765905,0.1053035339845548,0.011671652278873736
2096,329,Marqués De Vadillo,40.39717,-3.71728,1164,1164.0,5.857661486900957e-05,0.001942690626517727,0.09639061841674079,0.005838846382566078
2097,330,Marqués De Vadillo,40.3972,-3.71666,1164,1164.0,5.857661486900957e-05,0.001942690626517727,0.09639061841674079,0.005838846382566078
2098,331,General Ricardos - Iglesia,40.3959,-3.71905,1163,1163.0,1.058265136254516e-05,0.0009713453132588635,0.08820253598355038,0.0019128154591097348
2099,332,Guetaria - Ordicia,40.36651,-3.71543,658,658.0,1.749053378400746e-07,0.0014570179698882952,0.06809988424011906,0.00023820302374102337
2100,334,General Ricardos - Camino Viejo Leganés,40.39371,-3.72308,1223,1223.0,8.766439084622337e-06,0.0014570179698882952,0.08045797350631081,0.0008755767196194916
2101,336,Urgel,40.39247,-3.72538,1226,1226.0,8.847257021113751e-06,0.0014570179698882952,0.07946738710922424,0.0017249987550265133
2102,337,Clarisas,40.39057,-3.72893,1205,1205.0,4.131867726838771e-05,0.0009713453132588635,0.08431268170836576,0.0021252472440269
2103,338,Clarisas,40.3903,-3.72885,1205,1205.0,4.131867726838771e-05,0.0009713453132588635,0.08431268170836576,0.0021252472440269
2104,340,Oporto,40.38879,-3.73121,1211,1211.0,0.0002325085120595415,0.0029140359397765905,0.09137709137709138,0.007809049630746378
2105,341,Plaza Vista Alegre,40.3853,-3.73735,1274,1274.0,7.31573107261311e-06,0.0009713453132588635,0.07766294508147253,0.0008802324379592325
2106,342,Plaza Vista Alegre,40.38511,-3.7373,1274,1274.0,7.31573107261311e-06,0.0009713453132588635,0.07766294508147253,0.0008802324379592325
2107,343,General Ricardos - Marcelino Camacho,40.38482,-3.7392,1275,1275.0,1.6603542401805788e-06,0.0014570179698882952,0.07388137356919876,0.00073934616979223
2108,344,General Ricardos - Marcelino Camacho,40.38451,-3.73965,1275,1275.0,1.6603542401805788e-06,0.0014570179698882952,0.07388137356919876,0.00073934616979223
2109,345,Plaza De La Palmera,40.38268,-3.74279,551,551.0,3.7340649164971136e-07,0.0009713453132588635,0.0703306462631507,0.00016241642147676503
