stop_id,stop_id_to,travel_duration
003106,F02763,20.157772543176044
F02763,003106,20.157772543176044
003106,F02764,25.115321464097363
F02764,003106,25.115321464097363
003106,LM2OV1,49.878592274842255
LM2OV1,003106,49.878592274842255
003106,LM2OV2,49.878592274842255
LM2OV2,003106,49.878592274842255
003106,LM2OVA,34.352234458900114
LM2OVA,003106,34.352234458900114
003106,LM2OVB,34.65913327446571
LM2OVB,003106,34.65913327446571
003106,LM2OVC,55.12855883778527
LM2OVC,003106,55.12855883778527
003106,LM2OVD,47.74200346802179
LM2OVD,003106,47.74200346802179
003106,LM2OVE,34.14234274970596
LM2OVE,003106,34.14234274970596
008018,008020,8.745635418548016
008020,008018,8.745635418548016
008018,008021,23.22884686522532
008021,008018,23.22884686522532
008018,008022,15.675005742978648
008022,008018,15.675005742978648
008018,008023,13.287816346525831
008023,008018,13.287816346525831
008018,008024,8.73557378876929
008024,008018,8.73557378876929
008018,008025,18.675621256294875
008025,008018,18.675621256294875
008018,008026,10.302965654561282
008026,008018,10.302965654561282
008018,008028,4.624602525190123
008028,008018,4.624602525190123
008018,008029,25.681770793217403
008029,008018,25.681770793217403
008018,008030,17.711004142808
008030,008018,17.711004142808
008018,008031,8.415170404717246
008031,008018,8.415170404717246
008018,008164,16.16710166852265
008164,008018,16.16710166852265
008018,008165,22.858257329756196
008165,008018,22.858257329756196
008018,008222,60.93138787225204
008222,008018,60.93138787225204
008018,008382,36.99954091116025
008382,008018,36.99954091116025
008018,008383,39.37232361511692
008383,008018,39.37232361511692
008018,008942,56.829411567199905
008942,008018,56.829411567199905
008018,009318,50.78414740125835
009318,008018,50.78414740125835
008018,009322,60.58361640977157
009322,008018,60.58361640977157
008018,096989,16.33384320466718
096989,008018,16.33384320466718
008018,102825,95.87807428409873
102825,008018,95.87807428409873
008018,CSLM2OVE,49.917444360225176
CSLM2OVE,008018,49.917444360225176
008018,F01749,43.51618991635433
F01749,008018,43.51618991635433
008018,F01751,45.313077112055566
F01751,008018,45.313077112055566
008018,F01752,35.25811956950269
F01752,008018,35.25811956950269
008018,F01754,59.452491555785905
F01754,008018,59.452491555785905
008018,F01755,67.73323539600678
F01755,008018,67.73323539600678
008018,F01756,73.45779659977195
F01756,008018,73.45779659977195
008018,F01757,69.86496395320437
F01757,008018,69.86496395320437
008018,F01792,61.799438971900706
F01792,008018,61.799438971900706
008018,F02755,76.67179958835315
F02755,008018,76.67179958835315
008018,F02756,82.34574389229053
F02756,008018,82.34574389229053
008018,F02757,86.69471944796125
F02757,008018,86.69471944796125
008018,F02758,91.82899071306412
F02758,008018,91.82899071306412
008018,F02759,88.03181182102742
F02759,008018,88.03181182102742
008018,F02760,92.87586214611296
F02760,008018,92.87586214611296
008018,F02761,84.49325028664936
F02761,008018,84.49325028664936
008018,F02762,81.01856079993232
F02762,008018,81.01856079993232
008018,F02763,75.49315622449106
F02763,008018,75.49315622449106
008018,F02764,68.46452169684645
F02764,008018,68.46452169684645
008018,LM2OV1,43.483178815891264
LM2OV1,008018,43.483178815891264
008018,LM2OV2,43.483178815891264
LM2OV2,008018,43.483178815891264
008018,LM2OVA,58.96380919187949
LM2OVA,008018,58.96380919187949
008018,LM2OVB,60.13699031689415
LM2OVB,008018,60.13699031689415
008018,LM2OVC,41.00905309882837
LM2OVC,008018,41.00905309882837
008018,LM2OVD,45.427676050365605
LM2OVD,008018,45.427676050365605
008018,LM2OVE,59.64073594326672
LM2OVE,008018,59.64073594326672
008020,008021,22.004712368402323
008021,008020,22.004712368402323
008020,008022,12.759306305527192
008022,008020,12.759306305527192
008020,008023,12.043167772538073
008023,008020,12.043167772538073
008020,008024,4.90516057793096
008024,008020,4.90516057793096
008020,008025,19.295623477099483
008025,008020,19.295623477099483
008020,008026,10.094630549830553
008026,008020,10.094630549830553
008020,008028,7.391368669248619
008028,008020,7.391368669248619
008020,008029,27.23141781542023
008029,008020,27.23141781542023
008020,008030,20.478204710045826
008030,008020,20.478204710045826
008020,008031,12.204898138683765
008031,008020,12.204898138683765
008020,008164,10.640729401717712
008164,008020,10.640729401717712
008020,008165,20.131702509554
008165,008020,20.131702509554
008020,008222,60.028068661769396
008222,008020,60.028068661769396
008020,008382,33.98775611774145
008382,008020,33.98775611774145
008020,008383,37.22074713358642
008383,008020,37.22074713358642
008020,008942,53.18281159030206
008942,008020,53.18281159030206
008020,009318,52.59743833777469
009318,008020,52.59743833777469
008020,009322,56.30068850224
009322,008020,56.30068850224
008020,096989,8.098875387063194
096989,008020,8.098875387063194
008020,102825,95.55160723257227
102825,008020,95.55160723257227
008020,CSLM2OVE,49.15929804885393
CSLM2OVE,008020,49.15929804885393
008020,F01749,43.6771566197468
F01749,008020,43.6771566197468
008020,F01751,46.98606751342864
F01751,008020,46.98606751342864
008020,F01752,34.317745220975056
