,stop_id,stop_name,stop_lat,stop_lon,clust,Node,Eigenvector Centrality,Degree Centrality,Closeness Centrality,Betweenness Centrality
99,008113,Szilvafa utca,47.405214,18.982168,4613,4613.0,5.083511589233613e-10,0.00046392948271862676,0.0357292609975631,0.001472944120667488
100,008114,Mátyás király utca,47.404326,18.990746,4691,4691.0,1.1111750471687707e-10,0.00046392948271862676,0.03462229498774955,0.001107400519910707
101,008115,Szebeni utca,47.430338,19.016061,4091,4091.0,6.968038340173473e-10,0.00046392948271862676,0.03579030437303207,0.0007556216402716535
102,008116,Szebeni utca,47.430177,19.016896,4092,4092.0,5.053846761583194e-08,0.00046392948271862676,0.040152710821482265,0.0010389457311793017
103,008119,Mátra utca,47.400093,18.997693,4687,4687.0,1.6482599648065853e-12,0.00046392948271862676,0.03261839969360212,0.00032459325013297865
105,008124,Zöldike utca,47.430738,19.012823,4095,4095.0,3.1859808746146766e-09,0.00046392948271862676,0.03709713073783513,0.0011590451508234764
106,008125,Zöldike utca,47.431205,19.012359,4096,4096.0,2.3120294198304095e-07,0.00046392948271862676,0.04188569479456709,0.0014583408539636407
107,008126,Hír utca,47.432896,19.011523,4093,4093.0,1.4576058580785888e-08,0.00046392948271862676,0.038597072748387994,0.0015819601098223822
108,008127,Hír utca,47.432914,19.011403,4094,4094.0,1.0578149126148546e-06,0.00046392948271862676,0.043822068276817894,0.001887498947532797
109,008128,Ady Endre út,47.435802,19.036578,4024,4024.0,1.4024926884229628e-07,0.00046392948271862676,0.04422690052236494,0.0009711987515503176
110,008132,Puskás Ferenc Stadion M,47.501283,19.107691,2060,2060.0,0.022861884935386417,0.0027835768963117603,0.06493903945302787,0.19600965543522025
111,008146,Vajda Péter utca,47.481389,19.103174,2802,2802.0,0.00031857894290744415,0.00046392948271862676,0.06331569901617086,0.025277421904151044
112,008147,Vajda Péter utca,47.48177,19.103619,2800,2800.0,0.00031857894290744415,0.00046392948271862676,0.06331569901617086,0.025277421904151044
113,008148,Kőbányai út / Könyves Kálmán körút,47.485742,19.107077,2965,2965.0,0.00029842279999267986,0.00046392948271862676,0.06253460385571209,0.025195691686551933
114,008149,Kőbányai út / Könyves Kálmán körút,47.486236,19.107515,2962,2962.0,0.00029842279999267986,0.00046392948271862676,0.06253460385571209,0.025195691686551933
116,008152,Mester utca / Könyves Kálmán körút,47.469596,19.083728,2821,2821.0,0.0013430474908381674,0.0006958942240779401,0.0600468863026905,0.02363349514705396
117,008153,Mester utca / Könyves Kálmán körút,47.469723,19.084482,2818,2818.0,0.0013405917078806527,0.0006958942240779401,0.06005544595133349,0.025906346796081305
118,008155,Közvágóhíd H,47.468737,19.072756,2823,2823.0,0.005767997846868012,0.003479471120389701,0.06137359397189043,0.13526302075785515
119,008156,Új köztemető,47.473586,19.178326,3307,3307.0,0.0002038935687409898,0.0013917884481558802,0.056750342531893365,0.03970799862621201
120,008164,Örs vezér tere M+H,47.501382,19.136585,3455,3455.0,0.10810537311696447,0.004407330085826954,0.060193688552069205,0.18927343085082782
121,008165,Örs vezér tere M+H,47.501849,19.136467,3455,3455.0,0.10810537311696447,0.004407330085826954,0.060193688552069205,0.18927343085082782
122,008168,I. utca,47.400994,19.002739,4698,4698.0,2.4862563419697442e-12,0.00046392948271862676,0.03335439254370583,0.0005799443207106791
123,008169,I. utca,47.400904,19.003494,4699,4699.0,1.1064897668735387e-11,0.00046392948271862676,0.03381546657020005,0.00040096145186289126
129,008206,Mexikói út M,47.519261,19.091048,1980,1980.0,0.002612765561414312,0.001159823706796567,0.05370395925928631,0.01562162740063937
130,008209,Nagy Lajos király útja / Czobor utca,47.52217,19.102815,1938,1938.0,0.0002999043528613942,0.0006958942240779401,0.050343361776825524,0.001874721847380871
131,008218,Széchenyi István tér,47.499014,19.047022,2695,2695.0,0.0006040733345601555,0.00046392948271862676,0.05823290077993905,0.0032325299925331404
132,008222,Örs vezér tere M+H,47.503684,19.136443,3455,3455.0,0.10810537311696447,0.004407330085826954,0.060193688552069205,0.18927343085082782
133,008238,Széchenyi István tér,47.500543,19.04669,2691,2691.0,0.000608688182677857,0.00046392948271862676,0.05868898609391374,0.0027672814769297708
134,008239,Müpa - Nemzeti Színház H,47.471165,19.073129,2826,2826.0,0.0033937495924927464,0.0009278589654372535,0.06198258440134359,0.04975465883983993
135,008240,Müpa - Nemzeti Színház H,47.471354,19.073301,2826,2826.0,0.0033937495924927464,0.0009278589654372535,0.06198258440134359,0.04975465883983993
136,008241,Szőnyi út,47.526625,19.09622,1956,1956.0,1.0585771284631366e-06,0.0009278589654372535,0.045922228439732475,0.007333652407861708
137,008242,Teleki Blanka utca,47.523865,19.093761,1962,1962.0,3.974258986043157e-06,0.0006958942240779401,0.04687544055463594,0.005729954370706039
139,008245,Kolozsvár utcai piac,47.536842,19.114916,1199,1199.0,6.875040452399847e-14,0.00046392948271862676,0.027851596435847385,5.8413692741460507e-05
140,008246,Rákospalotai köztemető,47.55124,19.13601,1122,1122.0,1.1790962185257204e-06,0.00046392948271862676,0.04335704884489081,0.002665593468017019
141,008260,Nagybányai út,47.528476,18.996294,5219,5219.0,1.2075264076299993e-09,0.00046392948271862676,0.03645617210144983,0.0021057832110694635
